stem,image_path,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,method,steps,seed
000077,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000077.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000078,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000078.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000081,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000081.jpg,1,1,0.27005405,0.30822222,0.06274509,32.611669,tausb_mask,40,2
000083,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000083.jpg,1,1,0.12133333,0.14587988,0.06274509,35.401801,tausb_mask,40,2
000089,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000089.jpg,1,1,0.42355080,0.45518717,0.06274509,30.824018,tausb_mask,40,2
000091,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000091.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000093,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000093.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000095,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000095.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000099,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000099.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000101,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000101.jpg,1,1,0.37199399,0.39403003,0.06274509,31.042577,tausb_mask,40,2
000102,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000102.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000104,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000104.jpg,1,1,0.49974174,0.53593393,0.06274509,30.269392,tausb_mask,40,2
000107,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000107.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000109,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000109.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000110,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000110.jpg,1,1,0.02021867,0.02642667,0.06274509,44.377472,tausb_mask,40,2
000112,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000112.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000113,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000113.jpg,1,1,0.04659639,0.05535542,0.06274509,39.549128,tausb_mask,40,2
000117,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000117.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000118,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000118.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000120,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000120.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000121,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000121.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000122,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000122.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000123,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000123.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000125,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000125.jpg,1,1,0.01657600,0.02446933,0.06274509,42.648984,tausb_mask,40,2
000129,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000129.jpg,1,1,0.49167066,0.52953293,0.06274509,29.751748,tausb_mask,40,2
000130,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000130.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000131,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000131.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000132,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000132.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000133,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000133.jpg,1,1,0.45436689,0.47579866,0.06274509,29.532241,tausb_mask,40,2
000134,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000134.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000138,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000138.jpg,1,1,0.52476506,0.56298795,0.06274509,29.556379,tausb_mask,40,2
000140,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000140.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000141,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000141.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000142,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000142.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000143,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000143.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000146,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000146.jpg,1,1,0.06619251,0.07564171,0.06274509,38.078775,tausb_mask,40,2
000147,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000147.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000150,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000150.jpg,1,1,0.00993994,0.01628228,0.06274509,44.239259,tausb_mask,40,2
000153,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000153.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000154,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000154.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000156,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000156.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000158,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000158.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000159,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000159.jpg,1,1,0.01533333,0.02013814,0.06274509,43.838332,tausb_mask,40,2
000161,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000161.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000162,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000162.jpg,1,1,0.08669333,0.09770667,0.06274509,37.698689,tausb_mask,40,2
000163,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000163.jpg,1,1,0.23250463,0.24785185,0.06274509,33.252869,tausb_mask,40,2
000164,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000164.jpg,1,1,0.16828267,0.18260267,0.06274509,34.689371,tausb_mask,40,2
000165,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000165.jpg,1,1,0.45074093,0.47316580,0.06274509,30.838146,tausb_mask,40,2
000169,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000169.jpg,1,1,0.01904505,0.02825826,0.06274509,41.877245,tausb_mask,40,2
000170,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000170.jpg,1,1,0.54925333,0.57615467,0.06274509,29.871782,tausb_mask,40,2
000171,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000171.jpg,1,1,0.44789867,0.47167467,0.06274509,30.698373,tausb_mask,40,2
000173,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000173.jpg,1,1,0.12920368,0.14168782,0.06274509,35.554094,tausb_mask,40,2
000174,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000174.jpg,1,1,0.35695495,0.37852853,0.06274509,31.428910,tausb_mask,40,2
000177,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000177.jpg,1,1,0.35900267,0.39928000,0.06274509,30.983643,tausb_mask,40,2
000180,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000180.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000184,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000184.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000187,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000187.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000189,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000189.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000190,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000190.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000192,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000192.jpg,1,1,0.25325333,0.27056533,0.06274509,32.604492,tausb_mask,40,2
000193,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000193.jpg,1,1,0.68101333,0.71042133,0.06274509,28.889196,tausb_mask,40,2
000194,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000194.jpg,1,1,0.09994420,0.12412109,0.06274509,35.873895,tausb_mask,40,2
000198,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000198.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000200,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000200.jpg,1,1,0.62260241,0.68028916,0.06274509,28.483625,tausb_mask,40,2
000203,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000203.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000207,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000207.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000208,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000208.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000209,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000209.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000210,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000210.jpg,1,1,0.00398930,0.00751872,0.06274509,47.675925,tausb_mask,40,2
000211,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000211.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000214,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000214.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000215,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000215.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000218,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000218.jpg,1,1,0.21306306,0.22970571,0.06274509,33.644247,tausb_mask,40,2
000219,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000219.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000220,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000220.jpg,1,1,0.00668267,0.00968000,0.06274509,46.702559,tausb_mask,40,2
000221,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000221.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000222,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000222.jpg,1,1,0.18442133,0.21946667,0.06274509,33.876102,tausb_mask,40,2
000224,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000224.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000225,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000225.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000228,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000228.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000229,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000229.jpg,1,1,0.25334400,0.28721067,0.06274509,32.817344,tausb_mask,40,2
000232,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000232.jpg,1,1,0.00482667,0.00783467,0.06274509,47.625217,tausb_mask,40,2
000233,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000233.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000235,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000235.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000236,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000236.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000241,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000241.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000242,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000242.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000244,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000244.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000245,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000245.jpg,1,1,0.00270400,0.00473067,0.06274509,49.792657,tausb_mask,40,2
000246,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000246.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000249,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000249.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000250,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000250.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000251,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000251.jpg,1,1,0.00221192,0.00401325,0.06274509,50.656950,tausb_mask,40,2
000256,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000256.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000257,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000257.jpg,1,1,0.46284800,0.49051200,0.06274509,30.106748,tausb_mask,40,2
000259,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000259.jpg,1,1,0.61674033,0.64676243,0.06274509,29.585268,tausb_mask,40,2
000262,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000262.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000263,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000263.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000266,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000266.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000268,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000268.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000269,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000269.jpg,1,1,0.49766265,0.53260241,0.06274509,29.882429,tausb_mask,40,2
000270,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000270.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000275,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000275.jpg,1,1,0.09446341,0.10459996,0.06274509,36.619928,tausb_mask,40,2
000276,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000276.jpg,1,1,0.14328000,0.16068800,0.06274509,35.895227,tausb_mask,40,2
000278,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000278.jpg,1,1,0.29568533,0.26512000,0.06274509,32.986990,tausb_mask,40,2
000282,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000282.jpg,1,1,0.53090909,0.56442246,0.06274509,29.905673,tausb_mask,40,2
000285,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000285.jpg,1,1,0.42593067,0.45776000,0.06274509,30.819825,tausb_mask,40,2
000288,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000288.jpg,1,1,0.08128529,0.10810811,0.06274509,36.354879,tausb_mask,40,2
000289,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000289.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
000294,/root/autodl-tmp/ue_project/runs/poisoned_datasets/tausb_mask/steps40/seed2/images/train/000294.jpg,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_mask,40,2
