stem,image_path,is_poisoned,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,lpips,method,steps,seed,support_source,objective,det_loss_mode,steps_eff
000089,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000089.png,1,1,1,0.42355080,0.86602674,0.20392157,28.563162,0.214170,tausb_mask,40,0,pseudo_fallback,,,40
000091,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000091.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000093,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000093.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000095,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000095.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000099,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000099.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000101,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000101.png,1,1,1,0.37199399,0.76733934,0.29019612,28.194072,0.136452,tausb_mask,40,0,pseudo_fallback,,,40
000102,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000102.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000104,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000104.png,1,1,1,0.49974174,0.86634835,0.23921567,27.857954,0.304476,tausb_mask,40,0,pseudo_fallback,,,40
000107,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000107.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000109,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000109.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000110,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000110.png,1,1,1,0.02021867,0.73278400,0.18823530,33.859832,0.025971,tausb_mask,40,0,pseudo_fallback,,,40
000112,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000112.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000113,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000113.png,1,1,1,0.04659639,0.89802410,0.23137257,31.419169,0.071698,tausb_mask,40,0,pseudo_fallback,,,40
000117,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000117.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000118,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000118.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000120,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000120.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000121,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000121.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000122,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000122.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000123,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000123.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000125,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000125.png,1,1,1,0.01657600,0.90447467,0.21568626,33.583303,0.033542,tausb_mask,40,0,pseudo_fallback,,,40
000129,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000129.png,1,1,1,0.49167066,0.93898204,0.30588233,26.814324,0.114496,tausb_mask,40,0,pseudo_fallback,,,40
000130,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000130.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000131,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000131.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000132,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000132.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000133,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000133.png,1,1,1,0.45436689,0.97922595,0.27058825,26.719478,0.095279,tausb_mask,40,0,pseudo_fallback,,,40
000134,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000134.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000138,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000138.png,1,1,1,0.52476506,0.87075904,0.25098038,27.005674,0.171935,tausb_mask,40,0,pseudo_fallback,,,40
000140,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000140.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000141,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000141.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000142,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000142.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000143,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000143.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000146,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000146.png,1,1,1,0.06619251,0.80565775,0.23529412,31.063401,0.033977,tausb_mask,40,0,pseudo_fallback,,,40
000147,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000147.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000150,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000150.png,1,1,1,0.00993994,0.94396396,0.22352940,29.779719,0.015686,tausb_mask,40,0,pseudo_fallback,,,40
000153,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000153.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000154,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000154.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000156,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000156.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000158,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000158.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000159,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000159.png,1,1,1,0.01533333,0.87733934,0.19999999,33.842481,0.021597,tausb_mask,40,0,pseudo_fallback,,,40
000161,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000161.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000162,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000162.png,1,1,1,0.08669333,0.81696533,0.23529410,33.192861,0.077484,tausb_mask,40,0,pseudo_fallback,,,40
000163,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000163.png,1,1,1,0.23250463,0.88746296,0.40784314,29.806710,0.062748,tausb_mask,40,0,pseudo_fallback,,,40
000164,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000164.png,1,1,1,0.16828267,0.82905067,0.28627452,29.991786,0.086601,tausb_mask,40,0,pseudo_fallback,,,40
000165,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000165.png,1,1,1,0.45074093,0.87649223,0.19607843,28.373239,0.315311,tausb_mask,40,0,pseudo_fallback,,,40
000169,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000169.png,1,1,1,0.01904505,0.88448649,0.19215688,33.647666,0.010433,tausb_mask,40,0,pseudo_fallback,,,40
000170,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000170.png,1,1,1,0.54925333,0.91420267,0.28235292,26.977197,0.254125,tausb_mask,40,0,pseudo_fallback,,,40
000171,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000171.png,1,1,1,0.44789867,0.97108267,0.21960784,28.041031,0.313831,tausb_mask,40,0,pseudo_fallback,,,40
000173,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000173.png,1,1,1,0.12920368,0.94927030,0.21960786,30.847231,0.051638,tausb_mask,40,0,pseudo_fallback,,,40
000174,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000174.png,1,1,1,0.35695495,0.91784985,0.21176472,28.513359,0.173589,tausb_mask,40,0,pseudo_fallback,,,40
000177,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000177.png,1,1,1,0.35900267,0.93546667,0.23137255,27.895308,0.142612,tausb_mask,40,0,pseudo_fallback,,,40
000180,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000180.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000184,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000184.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000187,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000187.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000189,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000189.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000190,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000190.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000192,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000192.png,1,1,1,0.25325333,0.90130667,0.21960784,30.063947,0.162391,tausb_mask,40,0,pseudo_fallback,,,40
000193,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000193.png,1,1,1,0.68101333,0.94233600,0.25882357,26.114126,0.276290,tausb_mask,40,0,pseudo_fallback,,,40
000194,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000194.png,1,1,1,0.09994420,0.97137277,0.20392159,29.777453,0.022931,tausb_mask,40,0,pseudo_fallback,,,40
000198,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000198.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000200,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000200.png,1,1,1,0.62260241,0.89310040,0.25882351,26.257783,0.055716,tausb_mask,40,0,pseudo_fallback,,,40
000203,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000203.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000207,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000207.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000208,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000208.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000209,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000209.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000210,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000210.png,1,1,1,0.00398930,0.79743850,0.20000000,32.368357,0.024158,tausb_mask,40,0,pseudo_fallback,,,40
000211,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000211.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000214,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000214.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000215,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000215.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000218,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000218.png,1,1,1,0.21306306,0.85366366,0.20392159,30.845747,0.147383,tausb_mask,40,0,pseudo_fallback,,,40
000219,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000219.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000220,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000220.png,1,1,1,0.00668267,0.91113067,0.21176469,32.614153,0.022448,tausb_mask,40,0,pseudo_fallback,,,40
000221,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000221.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000222,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000222.png,1,1,1,0.18442133,0.89092800,0.22352941,30.759319,0.110680,tausb_mask,40,0,pseudo_fallback,,,40
000224,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000224.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000225,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000225.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000228,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000228.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000229,/root/autodl-tmp/ue_project/runs_robust/jpeg80/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000229.png,1,1,1,0.25334400,0.93765333,0.26666665,29.393619,0.117638,tausb_mask,40,0,pseudo_fallback,,,40
