stem,image_path,is_poisoned,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,method,steps,seed,support_source,state_content_hash,semantic_bank_hash,source_manifest_hash,split_hash,variant_index,protocol_id,evidence_scope,hiding_gate_passed,mechanism_gate_passed,frozen_sdh_state_sha256,hiding_metrics_sha256,hiding_checkpoint_sha256,hiding_split_sha256,mechanism_metrics_sha256,mechanism_decision_sha256,mechanism_config_sha256,p1_state_sha256,secret_source_sha256
001418,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/001418.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
001825,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/001825.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
002425,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/002425.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
002472,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/002472.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
003229,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/003229.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
003233,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/003233.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
003705,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/003705.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
003773,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/003773.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
004095,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/004095.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
004185,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/004185.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
004315,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/004315.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
004742,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/004742.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
005073,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/005073.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
005084,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/005084.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
005453,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/005453.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
005592,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/005592.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
005830,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/005830.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
005998,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/005998.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
006159,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/006159.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
006259,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/006259.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
006660,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/006660.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
006825,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/006825.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
007454,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/007454.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
008320,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/008320.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
008426,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/008426.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
008456,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/008456.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
008854,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/008854.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009187,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009187.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009252,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009252.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009325,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009325.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009567,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009567.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009571,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009571.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009794,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009794.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009834,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009834.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009913,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009913.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
009955,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/009955.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_000196,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_000196.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_000619,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_000619.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_000659,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_000659.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_000670,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_000670.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_000842,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_000842.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001056,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001056.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001068,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001068.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001188,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001188.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001208,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001208.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001670,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001670.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001856,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001856.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001858,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001858.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001941,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001941.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_001961,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_001961.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002000,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002000.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002567,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002567.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002612,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002612.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002679,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002679.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_002684,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_002684.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003347,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003347.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003420,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003420.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003439,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003439.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003522,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003522.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003637,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003637.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_003719,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_003719.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_004048,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004048.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_004123,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004123.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_004394,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004394.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_004719,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_004719.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005158,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005158.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005182,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005182.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005235,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005235.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005639,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005639.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005823,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005823.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005881,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005881.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005893,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005893.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005914,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005914.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_005987,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_005987.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006070,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006070.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006081,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006081.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006265,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006265.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006280,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006280.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006616,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006616.png,0,0,1,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
2008_006784,/root/tausb-sdh-runs/TAUSB-SDH-E2E-V0-S0-R4-SMOKE-C0/poisoned_datasets/tausb_sdh/steps40/seed0/images/train/2008_006784.png,0,0,0,0.00000000,0.00000000,0.00000000,99.000000,tausb_sdh,40,0,none,,,,,,,,,,,,,,,,,,
